Ilce,Mahalle,Yil,Mevsim,Sicaklik,Nufus,Enlem,Boylam,SuTuketimi
Yüreğir,Havutlu Mah.,2019,Kış,17,3948,36.927551,35.346077,16113
Yüreğir,Havutlu Mah.,2019,İlkbahar,24,3948,36.927551,35.346077,20266
Yüreğir,Havutlu Mah.,2019,Yaz,41,3948,36.927551,35.346077,26416
Yüreğir,Havutlu Mah.,2019,Sonbahar,19,3948,36.927551,35.346077,17643
Yüreğir,Havutlu Mah.,2020,Kış,20,3948,36.927551,35.346077,16992
Yüreğir,Havutlu Mah.,2020,İlkbahar,23,3948,36.927551,35.346077,19896
Yüreğir,Havutlu Mah.,2020,Yaz,38,3948,36.927551,35.346077,25481
Yüreğir,Havutlu Mah.,2020,Sonbahar,16,3948,36.927551,35.346077,16590
Yüreğir,Havutlu Mah.,2021,Kış,5,3948,36.927551,35.346077,12574
Yüreğir,Havutlu Mah.,2021,İlkbahar,17,3948,36.927551,35.346077,18219
Yüreğir,Havutlu Mah.,2021,Yaz,33,3948,36.927551,35.346077,24241
Yüreğir,Havutlu Mah.,2021,Sonbahar,24,3948,36.927551,35.346077,19087
Yüreğir,Havutlu Mah.,2022,Kış,5,3948,36.927551,35.346077,12408
Yüreğir,Havutlu Mah.,2022,İlkbahar,17,3948,36.927551,35.346077,18082
Yüreğir,Havutlu Mah.,2022,Yaz,45,3948,36.927551,35.346077,27571
Yüreğir,Havutlu Mah.,2022,Sonbahar,22,3948,36.927551,35.346077,18484
Yüreğir,Havutlu Mah.,2023,Kış,2,3948,36.927551,35.346077,11771
Yüreğir,Havutlu Mah.,2023,İlkbahar,23,3948,36.927551,35.346077,19839
Yüreğir,Havutlu Mah.,2023,Yaz,36,3948,36.927551,35.346077,25011
Yüreğir,Havutlu Mah.,2023,Sonbahar,14,3948,36.927551,35.346077,16058
Yüreğir,Eski Misis Mah.,2019,Kış,6,3436,36.960484,35.625095,11326
Yüreğir,Eski Misis Mah.,2019,İlkbahar,19,3436,36.960484,35.625095,17182
Yüreğir,Eski Misis Mah.,2019,Yaz,36,3436,36.960484,35.625095,23219
Yüreğir,Eski Misis Mah.,2019,Sonbahar,18,3436,36.960484,35.625095,15608
Yüreğir,Eski Misis Mah.,2020,Kış,4,3436,36.960484,35.625095,10885
Yüreğir,Eski Misis Mah.,2020,İlkbahar,17,3436,36.960484,35.625095,16558
Yüreğir,Eski Misis Mah.,2020,Yaz,37,3436,36.960484,35.625095,23366
Yüreğir,Eski Misis Mah.,2020,Sonbahar,10,3436,36.960484,35.625095,13318
Yüreğir,Eski Misis Mah.,2021,Kış,17,3436,36.960484,35.625095,14614
Yüreğir,Eski Misis Mah.,2021,İlkbahar,28,3436,36.960484,35.625095,19657
Yüreğir,Eski Misis Mah.,2021,Yaz,39,3436,36.960484,35.625095,23992
Yüreğir,Eski Misis Mah.,2021,Sonbahar,19,3436,36.960484,35.625095,16116
Yüreğir,Eski Misis Mah.,2022,Kış,2,3436,36.960484,35.625095,10188
Yüreğir,Eski Misis Mah.,2022,İlkbahar,29,3436,36.960484,35.625095,20186
Yüreğir,Eski Misis Mah.,2022,Yaz,44,3436,36.960484,35.625095,25582
Yüreğir,Eski Misis Mah.,2022,Sonbahar,18,3436,36.960484,35.625095,15685
Yüreğir,Eski Misis Mah.,2023,Kış,14,3436,36.960484,35.625095,13887
Yüreğir,Eski Misis Mah.,2023,İlkbahar,26,3436,36.960484,35.625095,19176
Yüreğir,Eski Misis Mah.,2023,Yaz,34,3436,36.960484,35.625095,22562
Yüreğir,Eski Misis Mah.,2023,Sonbahar,19,3436,36.960484,35.625095,16084
Yüreğir,Solaklı Cumhuriyet Mah.,2019,Kış,2,3316,36.806758,35.335555,9782
Yüreğir,Solaklı Cumhuriyet Mah.,2019,İlkbahar,17,3316,36.806758,35.335555,16034
Yüreğir,Solaklı Cumhuriyet Mah.,2019,Yaz,37,3316,36.806758,35.335555,22950
Yüreğir,Solaklı Cumhuriyet Mah.,2019,Sonbahar,22,3316,36.806758,35.335555,16444
Yüreğir,Solaklı Cumhuriyet Mah.,2020,Kış,20,3316,36.806758,35.335555,15168
Yüreğir,Solaklı Cumhuriyet Mah.,2020,İlkbahar,20,3316,36.806758,35.335555,16858
Yüreğir,Solaklı Cumhuriyet Mah.,2020,Yaz,34,3316,36.806758,35.335555,22165
Yüreğir,Solaklı Cumhuriyet Mah.,2020,Sonbahar,24,3316,36.806758,35.335555,17011
Yüreğir,Solaklı Cumhuriyet Mah.,2021,Kış,4,3316,36.806758,35.335555,10412
Yüreğir,Solaklı Cumhuriyet Mah.,2021,İlkbahar,23,3316,36.806758,35.335555,17833
Yüreğir,Solaklı Cumhuriyet Mah.,2021,Yaz,34,3316,36.806758,35.335555,22040
Yüreğir,Solaklı Cumhuriyet Mah.,2021,Sonbahar,20,3316,36.806758,35.335555,15881
Yüreğir,Solaklı Cumhuriyet Mah.,2022,Kış,18,3316,36.806758,35.335555,14655
Yüreğir,Solaklı Cumhuriyet Mah.,2022,İlkbahar,24,3316,36.806758,35.335555,18081
Yüreğir,Solaklı Cumhuriyet Mah.,2022,Yaz,42,3316,36.806758,35.335555,24552
Yüreğir,Solaklı Cumhuriyet Mah.,2022,Sonbahar,16,3316,36.806758,35.335555,14832
Yüreğir,Solaklı Cumhuriyet Mah.,2023,Kış,7,3316,36.806758,35.335555,11334
Yüreğir,Solaklı Cumhuriyet Mah.,2023,İlkbahar,23,3316,36.806758,35.335555,17922
Yüreğir,Solaklı Cumhuriyet Mah.,2023,Yaz,37,3316,36.806758,35.335555,23048
Yüreğir,Solaklı Cumhuriyet Mah.,2023,Sonbahar,19,3316,36.806758,35.335555,15531
Yüreğir,Yunusoğlu Hürriyet Mah.,2019,Kış,12,3044,36.81639,35.28025,12194
Yüreğir,Yunusoğlu Hürriyet Mah.,2019,İlkbahar,21,3044,36.81639,35.28025,16352
Yüreğir,Yunusoğlu Hürriyet Mah.,2019,Yaz,37,3044,36.81639,35.28025,22205
Yüreğir,Yunusoğlu Hürriyet Mah.,2019,Sonbahar,25,3044,36.81639,35.28025,16599
Yüreğir,Yunusoğlu Hürriyet Mah.,2020,Kış,0,3044,36.81639,35.28025,8647
Yüreğir,Yunusoğlu Hürriyet Mah.,2020,İlkbahar,22,3044,36.81639,35.28025,16658
Yüreğir,Yunusoğlu Hürriyet Mah.,2020,Yaz,35,3044,36.81639,35.28025,21497
Yüreğir,Yunusoğlu Hürriyet Mah.,2020,Sonbahar,11,3044,36.81639,35.28025,12421
Yüreğir,Yunusoğlu Hürriyet Mah.,2021,Kış,8,3044,36.81639,35.28025,10968
Yüreğir,Yunusoğlu Hürriyet Mah.,2021,İlkbahar,27,3044,36.81639,35.28025,18150
Yüreğir,Yunusoğlu Hürriyet Mah.,2021,Yaz,42,3044,36.81639,35.28025,23615
Yüreğir,Yunusoğlu Hürriyet Mah.,2021,Sonbahar,14,3044,36.81639,35.28025,13317
Yüreğir,Yunusoğlu Hürriyet Mah.,2022,Kış,2,3044,36.81639,35.28025,9183
Yüreğir,Yunusoğlu Hürriyet Mah.,2022,İlkbahar,28,3044,36.81639,35.28025,18487
Yüreğir,Yunusoğlu Hürriyet Mah.,2022,Yaz,32,3044,36.81639,35.28025,20646
Yüreğir,Yunusoğlu Hürriyet Mah.,2022,Sonbahar,24,3044,36.81639,35.28025,16377
Yüreğir,Yunusoğlu Hürriyet Mah.,2023,Kış,13,3044,36.81639,35.28025,12377
Yüreğir,Yunusoğlu Hürriyet Mah.,2023,İlkbahar,16,3044,36.81639,35.28025,14754
Yüreğir,Yunusoğlu Hürriyet Mah.,2023,Yaz,39,3044,36.81639,35.28025,22553
Yüreğir,Yunusoğlu Hürriyet Mah.,2023,Sonbahar,24,3044,36.81639,35.28025,16279
Yüreğir,Köprülü Mah.,2019,Kış,14,2813,37.01203,35.33664,12165
Yüreğir,Köprülü Mah.,2019,İlkbahar,26,2813,37.01203,35.33664,17075
Yüreğir,Köprülü Mah.,2019,Yaz,41,2813,37.01203,35.33664,22293
Yüreğir,Köprülü Mah.,2019,Sonbahar,17,2813,37.01203,35.33664,13644
Yüreğir,Köprülü Mah.,2020,Kış,5,2813,37.01203,35.33664,9368
Yüreğir,Köprülü Mah.,2020,İlkbahar,22,2813,37.01203,35.33664,15987
Yüreğir,Köprülü Mah.,2020,Yaz,41,2813,37.01203,35.33664,22543
Yüreğir,Köprülü Mah.,2020,Sonbahar,22,2813,37.01203,35.33664,14995
Yüreğir,Köprülü Mah.,2021,Kış,0,2813,37.01203,35.33664,7965
Yüreğir,Köprülü Mah.,2021,İlkbahar,29,2813,37.01203,35.33664,18118
Yüreğir,Köprülü Mah.,2021,Yaz,44,2813,37.01203,35.33664,23401
Yüreğir,Köprülü Mah.,2021,Sonbahar,16,2813,37.01203,35.33664,13122
Yüreğir,Köprülü Mah.,2022,Kış,14,2813,37.01203,35.33664,12220
Yüreğir,Köprülü Mah.,2022,İlkbahar,24,2813,37.01203,35.33664,16340
Yüreğir,Köprülü Mah.,2022,Yaz,38,2813,37.01203,35.33664,21474
Yüreğir,Köprülü Mah.,2022,Sonbahar,13,2813,37.01203,35.33664,12272
Yüreğir,Köprülü Mah.,2023,Kış,13,2813,37.01203,35.33664,11733
Yüreğir,Köprülü Mah.,2023,İlkbahar,25,2813,37.01203,35.33664,16806
Yüreğir,Köprülü Mah.,2023,Yaz,39,2813,37.01203,35.33664,21969
Yüreğir,Köprülü Mah.,2023,Sonbahar,21,2813,37.01203,35.33664,14865
Yüreğir,Akarcalı Mah.,2019,Kış,8,2768,36.94,35.472,10144
Yüreğir,Akarcalı Mah.,2019,İlkbahar,17,2768,36.94,35.472,14337
Yüreğir,Akarcalı Mah.,2019,Yaz,36,2768,36.94,35.472,20739
Yüreğir,Akarcalı Mah.,2019,Sonbahar,21,2768,36.94,35.472,14588
Yüreğir,Akarcalı Mah.,2020,Kış,18,2768,36.94,35.472,13139
Yüreğir,Akarcalı Mah.,2020,İlkbahar,27,2768,36.94,35.472,17086
Yüreğir,Akarcalı Mah.,2020,Yaz,40,2768,36.94,35.472,21960
Yüreğir,Akarcalı Mah.,2020,Sonbahar,16,2768,36.94,35.472,13240
Yüreğir,Akarcalı Mah.,2021,Kış,7,2768,36.94,35.472,9893
Yüreğir,Akarcalı Mah.,2021,İlkbahar,16,2768,36.94,35.472,13963
Yüreğir,Akarcalı Mah.,2021,Yaz,36,2768,36.94,35.472,20772
Yüreğir,Akarcalı Mah.,2021,Sonbahar,18,2768,36.94,35.472,13659
Yüreğir,Akarcalı Mah.,2022,Kış,7,2768,36.94,35.472,9899
Yüreğir,Akarcalı Mah.,2022,İlkbahar,23,2768,36.94,35.472,16015
Yüreğir,Akarcalı Mah.,2022,Yaz,33,2768,36.94,35.472,19798
Yüreğir,Akarcalı Mah.,2022,Sonbahar,23,2768,36.94,35.472,15243
Yüreğir,Akarcalı Mah.,2023,Kış,14,2768,36.94,35.472,11864
Yüreğir,Akarcalı Mah.,2023,İlkbahar,20,2768,36.94,35.472,15194
Yüreğir,Akarcalı Mah.,2023,Yaz,40,2768,36.94,35.472,21941
Yüreğir,Akarcalı Mah.,2023,Sonbahar,25,2768,36.94,35.472,15745
Yüreğir,Yakapınar Mah.,2019,Kış,8,2755,36.958279,35.608859,10145
Yüreğir,Yakapınar Mah.,2019,İlkbahar,17,2755,36.958279,35.608859,14065
Yüreğir,Yakapınar Mah.,2019,Yaz,35,2755,36.958279,35.608859,20545
Yüreğir,Yakapınar Mah.,2019,Sonbahar,11,2755,36.958279,35.608859,11476
Yüreğir,Yakapınar Mah.,2020,Kış,8,2755,36.958279,35.608859,10007
Yüreğir,Yakapınar Mah.,2020,İlkbahar,22,2755,36.958279,35.608859,15641
Yüreğir,Yakapınar Mah.,2020,Yaz,39,2755,36.958279,35.608859,21493
Yüreğir,Yakapınar Mah.,2020,Sonbahar,13,2755,36.958279,35.608859,12124
Yüreğir,Yakapınar Mah.,2021,Kış,6,2755,36.958279,35.608859,9553
Yüreğir,Yakapınar Mah.,2021,İlkbahar,21,2755,36.958279,35.608859,15399
Yüreğir,Yakapınar Mah.,2021,Yaz,34,2755,36.958279,35.608859,20266
Yüreğir,Yakapınar Mah.,2021,Sonbahar,19,2755,36.958279,35.608859,14064
Yüreğir,Yakapınar Mah.,2022,Kış,11,2755,36.958279,35.608859,11149
Yüreğir,Yakapınar Mah.,2022,İlkbahar,27,2755,36.958279,35.608859,17272
Yüreğir,Yakapınar Mah.,2022,Yaz,38,2755,36.958279,35.608859,21176
Yüreğir,Yakapınar Mah.,2022,Sonbahar,24,2755,36.958279,35.608859,15398
Yüreğir,Yakapınar Mah.,2023,Kış,7,2755,36.958279,35.608859,9829
Yüreğir,Yakapınar Mah.,2023,İlkbahar,27,2755,36.958279,35.608859,17046
Yüreğir,Yakapınar Mah.,2023,Yaz,41,2755,36.958279,35.608859,22130
Yüreğir,Yakapınar Mah.,2023,Sonbahar,10,2755,36.958279,35.608859,11338
Yüreğir,Doğankent Bahçelievler Mah.,2019,Kış,9,2709,36.843856,35.336777,10204
Yüreğir,Doğankent Bahçelievler Mah.,2019,İlkbahar,19,2709,36.843856,35.336777,14514
Yüreğir,Doğankent Bahçelievler Mah.,2019,Yaz,36,2709,36.843856,35.336777,20601
Yüreğir,Doğankent Bahçelievler Mah.,2019,Sonbahar,15,2709,36.843856,35.336777,12559
Yüreğir,Doğankent Bahçelievler Mah.,2020,Kış,3,2709,36.843856,35.336777,8489
Yüreğir,Doğankent Bahçelievler Mah.,2020,İlkbahar,26,2709,36.843856,35.336777,16693
Yüreğir,Doğankent Bahçelievler Mah.,2020,Yaz,42,2709,36.843856,35.336777,22468
Yüreğir,Doğankent Bahçelievler Mah.,2020,Sonbahar,11,2709,36.843856,35.336777,11448
Yüreğir,Doğankent Bahçelievler Mah.,2021,Kış,11,2709,36.843856,35.336777,10749
Yüreğir,Doğankent Bahçelievler Mah.,2021,İlkbahar,29,2709,36.843856,35.336777,17760
Yüreğir,Doğankent Bahçelievler Mah.,2021,Yaz,42,2709,36.843856,35.336777,22348
Yüreğir,Doğankent Bahçelievler Mah.,2021,Sonbahar,20,2709,36.843856,35.336777,14056
Yüreğir,Doğankent Bahçelievler Mah.,2022,Kış,1,2709,36.843856,35.336777,7763
Yüreğir,Doğankent Bahçelievler Mah.,2022,İlkbahar,29,2709,36.843856,35.336777,17632
Yüreğir,Doğankent Bahçelievler Mah.,2022,Yaz,39,2709,36.843856,35.336777,21544
Yüreğir,Doğankent Bahçelievler Mah.,2022,Sonbahar,14,2709,36.843856,35.336777,12287
Yüreğir,Doğankent Bahçelievler Mah.,2023,Kış,8,2709,36.843856,35.336777,9973
Yüreğir,Doğankent Bahçelievler Mah.,2023,İlkbahar,18,2709,36.843856,35.336777,14248
Yüreğir,Doğankent Bahçelievler Mah.,2023,Yaz,43,2709,36.843856,35.336777,22545
Yüreğir,Doğankent Bahçelievler Mah.,2023,Sonbahar,14,2709,36.843856,35.336777,12397
Yüreğir,Gazipaşa Mah.,2019,Kış,5,2346,36.84772,35.34242,8167
Yüreğir,Gazipaşa Mah.,2019,İlkbahar,29,2346,36.84772,35.34242,16422
Yüreğir,Gazipaşa Mah.,2019,Yaz,37,2346,36.84772,35.34242,19612
Yüreğir,Gazipaşa Mah.,2019,Sonbahar,11,2346,36.84772,35.34242,10453
Yüreğir,Gazipaşa Mah.,2020,Kış,9,2346,36.84772,35.34242,9154
Yüreğir,Gazipaşa Mah.,2020,İlkbahar,21,2346,36.84772,35.34242,14189
Yüreğir,Gazipaşa Mah.,2020,Yaz,33,2346,36.84772,35.34242,18309
Yüreğir,Gazipaşa Mah.,2020,Sonbahar,24,2346,36.84772,35.34242,14299
Yüreğir,Gazipaşa Mah.,2021,Kış,4,2346,36.84772,35.34242,7829
Yüreğir,Gazipaşa Mah.,2021,İlkbahar,24,2346,36.84772,35.34242,15030
Yüreğir,Gazipaşa Mah.,2021,Yaz,32,2346,36.84772,35.34242,18058
Yüreğir,Gazipaşa Mah.,2021,Sonbahar,17,2346,36.84772,35.34242,12075
Yüreğir,Gazipaşa Mah.,2022,Kış,4,2346,36.84772,35.34242,7728
Yüreğir,Gazipaşa Mah.,2022,İlkbahar,23,2346,36.84772,35.34242,14682
Yüreğir,Gazipaşa Mah.,2022,Yaz,41,2346,36.84772,35.34242,20773
Yüreğir,Gazipaşa Mah.,2022,Sonbahar,21,2346,36.84772,35.34242,13236
Yüreğir,Gazipaşa Mah.,2023,Kış,10,2346,36.84772,35.34242,9556
Yüreğir,Gazipaşa Mah.,2023,İlkbahar,16,2346,36.84772,35.34242,12608
Yüreğir,Gazipaşa Mah.,2023,Yaz,45,2346,36.84772,35.34242,21846
Yüreğir,Gazipaşa Mah.,2023,Sonbahar,20,2346,36.84772,35.34242,12937
Yüreğir,Geçitli Cumhuriyet Mah.,2019,Kış,6,2306,36.95236,35.626672,8401
Yüreğir,Geçitli Cumhuriyet Mah.,2019,İlkbahar,24,2306,36.95236,35.626672,14713
Yüreğir,Geçitli Cumhuriyet Mah.,2019,Yaz,30,2306,36.95236,35.626672,17415
Yüreğir,Geçitli Cumhuriyet Mah.,2019,Sonbahar,16,2306,36.95236,35.626672,11739
Yüreğir,Geçitli Cumhuriyet Mah.,2020,Kış,13,2306,36.95236,35.626672,10270
Yüreğir,Geçitli Cumhuriyet Mah.,2020,İlkbahar,27,2306,36.95236,35.626672,15838
Yüreğir,Geçitli Cumhuriyet Mah.,2020,Yaz,34,2306,36.95236,35.626672,18400
Yüreğir,Geçitli Cumhuriyet Mah.,2020,Sonbahar,20,2306,36.95236,35.626672,12899
Yüreğir,Geçitli Cumhuriyet Mah.,2021,Kış,18,2306,36.95236,35.626672,11827
Yüreğir,Geçitli Cumhuriyet Mah.,2021,İlkbahar,29,2306,36.95236,35.626672,16247
Yüreğir,Geçitli Cumhuriyet Mah.,2021,Yaz,34,2306,36.95236,35.626672,18596
Yüreğir,Geçitli Cumhuriyet Mah.,2021,Sonbahar,13,2306,36.95236,35.626672,10825
Yüreğir,Geçitli Cumhuriyet Mah.,2022,Kış,18,2306,36.95236,35.626672,11983
Yüreğir,Geçitli Cumhuriyet Mah.,2022,İlkbahar,16,2306,36.95236,35.626672,12464
Yüreğir,Geçitli Cumhuriyet Mah.,2022,Yaz,33,2306,36.95236,35.626672,18260
Yüreğir,Geçitli Cumhuriyet Mah.,2022,Sonbahar,24,2306,36.95236,35.626672,14038
Yüreğir,Geçitli Cumhuriyet Mah.,2023,Kış,2,2306,36.95236,35.626672,6949
Yüreğir,Geçitli Cumhuriyet Mah.,2023,İlkbahar,22,2306,36.95236,35.626672,14295
Yüreğir,Geçitli Cumhuriyet Mah.,2023,Yaz,37,2306,36.95236,35.626672,19405
Yüreğir,Geçitli Cumhuriyet Mah.,2023,Sonbahar,15,2306,36.95236,35.626672,11462
Yüreğir,İncirlik Cumhuriyet Mah.,2019,Kış,15,2008,36.97973,35.413816,9993
Yüreğir,İncirlik Cumhuriyet Mah.,2019,İlkbahar,28,2008,36.97973,35.413816,15099
Yüreğir,İncirlik Cumhuriyet Mah.,2019,Yaz,33,2008,36.97973,35.413816,17210
Yüreğir,İncirlik Cumhuriyet Mah.,2019,Sonbahar,22,2008,36.97973,35.413816,12698
Yüreğir,İncirlik Cumhuriyet Mah.,2020,Kış,17,2008,36.97973,35.413816,10638
Yüreğir,İncirlik Cumhuriyet Mah.,2020,İlkbahar,18,2008,36.97973,35.413816,11924
Yüreğir,İncirlik Cumhuriyet Mah.,2020,Yaz,40,2008,36.97973,35.413816,19109
Yüreğir,İncirlik Cumhuriyet Mah.,2020,Sonbahar,25,2008,36.97973,35.413816,13496
Yüreğir,İncirlik Cumhuriyet Mah.,2021,Kış,2,2008,36.97973,35.413816,6111
Yüreğir,İncirlik Cumhuriyet Mah.,2021,İlkbahar,17,2008,36.97973,35.413816,11599
Yüreğir,İncirlik Cumhuriyet Mah.,2021,Yaz,42,2008,36.97973,35.413816,19963
Yüreğir,İncirlik Cumhuriyet Mah.,2021,Sonbahar,11,2008,36.97973,35.413816,9266
Yüreğir,İncirlik Cumhuriyet Mah.,2022,Kış,7,2008,36.97973,35.413816,7781
Yüreğir,İncirlik Cumhuriyet Mah.,2022,İlkbahar,25,2008,36.97973,35.413816,13982
Yüreğir,İncirlik Cumhuriyet Mah.,2022,Yaz,41,2008,36.97973,35.413816,19423
Yüreğir,İncirlik Cumhuriyet Mah.,2022,Sonbahar,11,2008,36.97973,35.413816,9430
Yüreğir,İncirlik Cumhuriyet Mah.,2023,Kış,10,2008,36.97973,35.413816,8601
Yüreğir,İncirlik Cumhuriyet Mah.,2023,İlkbahar,26,2008,36.97973,35.413816,14523
Yüreğir,İncirlik Cumhuriyet Mah.,2023,Yaz,31,2008,36.97973,35.413816,16510
Yüreğir,İncirlik Cumhuriyet Mah.,2023,Sonbahar,17,2008,36.97973,35.413816,11260
Yüreğir,Atatürk Mah.,2019,Kış,5,1968,36.805949,35.338043,7041
Yüreğir,Atatürk Mah.,2019,İlkbahar,24,1968,36.805949,35.338043,13666
Yüreğir,Atatürk Mah.,2019,Yaz,42,1968,36.805949,35.338043,19820
Yüreğir,Atatürk Mah.,2019,Sonbahar,21,1968,36.805949,35.338043,12333
Yüreğir,Atatürk Mah.,2020,Kış,16,1968,36.805949,35.338043,10262
Yüreğir,Atatürk Mah.,2020,İlkbahar,29,1968,36.805949,35.338043,15242
Yüreğir,Atatürk Mah.,2020,Yaz,34,1968,36.805949,35.338043,17226
Yüreğir,Atatürk Mah.,2020,Sonbahar,10,1968,36.805949,35.338043,9037
Yüreğir,Atatürk Mah.,2021,Kış,1,1968,36.805949,35.338043,5736
Yüreğir,Atatürk Mah.,2021,İlkbahar,15,1968,36.805949,35.338043,11095
Yüreğir,Atatürk Mah.,2021,Yaz,36,1968,36.805949,35.338043,17908
Yüreğir,Atatürk Mah.,2021,Sonbahar,25,1968,36.805949,35.338043,13329
Yüreğir,Atatürk Mah.,2022,Kış,14,1968,36.805949,35.338043,9788
Yüreğir,Atatürk Mah.,2022,İlkbahar,16,1968,36.805949,35.338043,11192
Yüreğir,Atatürk Mah.,2022,Yaz,42,1968,36.805949,35.338043,19819
Yüreğir,Atatürk Mah.,2022,Sonbahar,22,1968,36.805949,35.338043,12395
Yüreğir,Atatürk Mah.,2023,Kış,19,1968,36.805949,35.338043,11106
Yüreğir,Atatürk Mah.,2023,İlkbahar,26,1968,36.805949,35.338043,14255
Yüreğir,Atatürk Mah.,2023,Yaz,40,1968,36.805949,35.338043,18995
Yüreğir,Atatürk Mah.,2023,Sonbahar,19,1968,36.805949,35.338043,11632
Yüreğir,Camili Mah.,2019,Kış,16,1779,36.9,35.4,9887
Yüreğir,Camili Mah.,2019,İlkbahar,16,1779,36.9,35.4,10686
Yüreğir,Camili Mah.,2019,Yaz,36,1779,36.9,35.4,17273
Yüreğir,Camili Mah.,2019,Sonbahar,19,1779,36.9,35.4,11067
Yüreğir,Camili Mah.,2020,Kış,3,1779,36.9,35.4,5971
Yüreğir,Camili Mah.,2020,İlkbahar,26,1779,36.9,35.4,13686
Yüreğir,Camili Mah.,2020,Yaz,34,1779,36.9,35.4,16488
Yüreğir,Camili Mah.,2020,Sonbahar,21,1779,36.9,35.4,11576
Yüreğir,Camili Mah.,2021,Kış,3,1779,36.9,35.4,5991
Yüreğir,Camili Mah.,2021,İlkbahar,27,1779,36.9,35.4,13985
Yüreğir,Camili Mah.,2021,Yaz,39,1779,36.9,35.4,17992
Yüreğir,Camili Mah.,2021,Sonbahar,20,1779,36.9,35.4,11452
Yüreğir,Camili Mah.,2022,Kış,17,1779,36.9,35.4,9992
Yüreğir,Camili Mah.,2022,İlkbahar,17,1779,36.9,35.4,10955
Yüreğir,Camili Mah.,2022,Yaz,32,1779,36.9,35.4,16027
Yüreğir,Camili Mah.,2022,Sonbahar,16,1779,36.9,35.4,10180
Yüreğir,Camili Mah.,2023,Kış,10,1779,36.9,35.4,7962
Yüreğir,Camili Mah.,2023,İlkbahar,24,1779,36.9,35.4,13070
Yüreğir,Camili Mah.,2023,Yaz,42,1779,36.9,35.4,19112
Yüreğir,Camili Mah.,2023,Sonbahar,23,1779,36.9,35.4,12360
Yüreğir,Solaklı Hürriyet Mah.,2019,Kış,12,1723,36.802771,35.336004,8398
Yüreğir,Solaklı Hürriyet Mah.,2019,İlkbahar,29,1723,36.802771,35.336004,14418
Yüreğir,Solaklı Hürriyet Mah.,2019,Yaz,36,1723,36.802771,35.336004,16886
Yüreğir,Solaklı Hürriyet Mah.,2019,Sonbahar,13,1723,36.802771,35.336004,9191
Yüreğir,Solaklı Hürriyet Mah.,2020,Kış,13,1723,36.802771,35.336004,8774
Yüreğir,Solaklı Hürriyet Mah.,2020,İlkbahar,24,1723,36.802771,35.336004,12774
Yüreğir,Solaklı Hürriyet Mah.,2020,Yaz,39,1723,36.802771,35.336004,17930
Yüreğir,Solaklı Hürriyet Mah.,2020,Sonbahar,11,1723,36.802771,35.336004,8479
Yüreğir,Solaklı Hürriyet Mah.,2021,Kış,9,1723,36.802771,35.336004,7653
Yüreğir,Solaklı Hürriyet Mah.,2021,İlkbahar,27,1723,36.802771,35.336004,13704
Yüreğir,Solaklı Hürriyet Mah.,2021,Yaz,30,1723,36.802771,35.336004,15218
Yüreğir,Solaklı Hürriyet Mah.,2021,Sonbahar,18,1723,36.802771,35.336004,10502
Yüreğir,Solaklı Hürriyet Mah.,2022,Kış,17,1723,36.802771,35.336004,9916
Yüreğir,Solaklı Hürriyet Mah.,2022,İlkbahar,20,1723,36.802771,35.336004,11788
Yüreğir,Solaklı Hürriyet Mah.,2022,Yaz,33,1723,36.802771,35.336004,16182
Yüreğir,Solaklı Hürriyet Mah.,2022,Sonbahar,21,1723,36.802771,35.336004,11430
Yüreğir,Solaklı Hürriyet Mah.,2023,Kış,12,1723,36.802771,35.336004,8306
Yüreğir,Solaklı Hürriyet Mah.,2023,İlkbahar,26,1723,36.802771,35.336004,13553
Yüreğir,Solaklı Hürriyet Mah.,2023,Yaz,36,1723,36.802771,35.336004,17028
Yüreğir,Solaklı Hürriyet Mah.,2023,Sonbahar,11,1723,36.802771,35.336004,8345
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2019,Kış,7,1673,36.814068,35.278099,6795
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2019,İlkbahar,30,1673,36.814068,35.278099,14467
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2019,Yaz,39,1673,36.814068,35.278099,17772
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2019,Sonbahar,23,1673,36.814068,35.278099,11940
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2020,Kış,11,1673,36.814068,35.278099,8060
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2020,İlkbahar,21,1673,36.814068,35.278099,11919
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2020,Yaz,41,1673,36.814068,35.278099,18223
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2020,Sonbahar,20,1673,36.814068,35.278099,11078
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2021,Kış,0,1673,36.814068,35.278099,4685
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2021,İlkbahar,19,1673,36.814068,35.278099,11193
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2021,Yaz,45,1673,36.814068,35.278099,19476
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2021,Sonbahar,22,1673,36.814068,35.278099,11547
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2022,Kış,4,1673,36.814068,35.278099,5866
Yüreğir,Yunusoğlu Cumhuriyet Mah.,2022,İlkbahar,22,1673,36.814068,35.278099,12161
